company,sector,cpc_code,n_total,quality_avg,quality_norm_avg,n_years,name_clean
CENTRE HOSPITALIER UNIVERSITAIRE DE NICE,Life Sciences,0,18,0.2888091,-0.7751428,7,centre hospitalier universitaire de nice
"Scientific Plastic Products, Inc.",Industrial,1,18,0.46508625,0.4763333,9,scientific plastic products
HUSCO Automotive Holdings LLC,Industrial,5,18,0.4143845,0.049571414,7,husco automotive
"HUNAN SANY INTELLIGENT CONTROL EQUIPMENT CO., LTD.",Industrial,1,18,0.23233473,-1.0052,5,hunan sany intelligent control equipment
"Airespace, Inc.",Technology,7,18,0.7647018,1.2903333,3,airespace
SEIKAGAKU KOGYO KABUSHIKI KAISHA,Life Sciences,2,18,0.13225952,-1.1321429,7,seikagaku kogyo kabushiki kaisha
Kidde IP Holding Limited,Life Sciences,0,18,0.3809802,-0.1405,10,kidde ip holding
Matra Nortel Communications,Technology,7,18,0.4003432,-0.66025,8,matra nortel communications
Quicksilver Technology,Technology,6,18,0.758354,1.2402858,7,quicksilver
"ImThera Medical, Inc.",Life Sciences,0,18,0.9147386,1.86475,8,imthera medical
Standen Ltd.,Life Sciences,0,18,0.7584836,1.6145,6,standen
Schott Glaswerke,Industrial,1,18,0.23314829,-0.73233336,3,schott glaswerke
"Schreiber Foods, Inc.",Life Sciences,0,18,0.45723724,0.467625,8,schreiber foods
"SciFluor Life Sciences, Inc.",Life Sciences,2,18,0.34102058,-0.6316,5,scifluor life sciences
"Oxane Materials, Inc.",Life Sciences,2,18,0.759763,1.3763334,6,oxane materials
"NeOnc Technologies, Inc.",Life Sciences,0,18,0.46650204,0.0032857102,7,neonc
Wika Alexander Wiegand GmbH & Co. KG,Technology,6,18,0.30646208,-1.1634545,11,wika alexander wiegand kg
Imphy Ugine Precision,Life Sciences,2,18,0.24372289,-0.59388894,9,imphy ugine precision
WiLinx Corporation,Technology,7,18,0.6224271,0.50016665,6,wilinx
ALLIGATOR BIOSCIENCE AB,Life Sciences,2,18,0.36221197,-0.29323077,13,alligator bioscience ab
"Deeya Energy, Inc.",Technology,7,18,0.697336,0.8166,5,deeya energy
Del Monte Corporation,Life Sciences,0,18,0.38778263,-0.13849999,8,del monte
P4TENTS1 LLC,Technology,6,18,0.94609404,2.0183334,3,p4tents1
"PACID TECHNOLOGIES, LLC",Technology,7,18,0.8150918,1.3693333,6,pacid
"ALPHAVAX, INC.",Life Sciences,2,18,0.5776501,0.5814545,11,alphavax
InEnTec Inc.,Life Sciences,2,18,0.45273438,-0.102125004,8,inentec
Cradle Technologies,Technology,6,18,0.6563206,0.6815,10,cradle
Air Liquide Industrial U.S. LP,Industrial,1,18,0.3672206,-0.12685715,7,air liquide industrial u s lp
Esmertec AG,Technology,6,18,0.65433747,0.6975,4,esmertec
Quadrant Drug Delivery Limited,Life Sciences,0,18,0.3102787,-0.350875,8,quadrant drug delivery
"Ultimed, Inc.",Life Sciences,0,18,0.5329156,0.41590908,11,ultimed
Aircraft Medical Limited,Life Sciences,0,18,0.6183189,0.5328,5,aircraft medical
Unaxis Trading Ltd,Life Sciences,2,18,0.39611375,0.22883333,6,unaxis trading
"Underground Solutions Technologies Group, Inc.",Life Sciences,2,18,0.5902927,0.6165555,9,underground solutions
Takigen Manufacturing Co. Ltd.,Industrial,4,18,0.28773403,-0.3515714,7,takigen manufacturing
"Knight, LLC",Technology,6,18,0.49909586,-0.1722,10,knight
Knoll Pharmaceutical Company,Life Sciences,0,18,0.2616123,-0.39333335,3,knoll pharmaceutical
"Matterport, Inc.",Technology,6,18,0.79329634,1.2644,5,matterport
Tate & Lyle Technology Limited,Life Sciences,2,18,0.46341738,-0.06640001,5,tate lyle
King Industries,Life Sciences,2,18,0.37322244,-0.20072727,11,king industries
"Technical Witts, Inc.",Technology,7,18,0.58897644,0.36966667,6,technical witts
Deckers Outdoor Corporation,Life Sciences,0,18,0.5341538,0.45830768,13,deckers outdoor
"GOO CHEMICAL CO., LTD.",Technology,6,18,0.23438448,-1.5586364,11,goo chemical
GP Cellulose GmbH,Industrial,3,18,0.7264677,1.827,5,gp cellulose
"Lehigh Technologies, Inc.",Industrial,1,18,0.3266221,-0.34875,8,lehigh
"Leibniz-Institut für Festkörper- und, Werkstoffforschung Dresden e. V.",Technology,7,18,0.23967782,-1.4707272,11,leibniz institut f r festk rper und werkstoffforschung dresden e v
Leica Microsystems Jena GmbH,Technology,6,18,0.32706198,-1.103,5,leica microsystems jena
NatureWorks LLC,Life Sciences,2,18,0.27063262,-0.7375,10,natureworks
Navatek LLC,Industrial,1,18,0.49520645,0.67480004,10,navatek
"Ahnlab, Inc.",Technology,6,18,0.36252818,-0.8678571,7,ahnlab
Ahura Corporation,Technology,6,18,0.6003866,0.4046,5,ahura
"Uniquify, Inc.",Technology,6,18,0.7309298,0.96516675,6,uniquify
HYUNDAI AMERICA TECHNICAL CENTER INC.,Industrial,1,18,0.44165295,0.13275,4,hyundai america technical center
"Python4Fun, Inc.",Technology,6,18,0.829088,1.4236666,3,python4fun
Q-Track Corporation,Technology,6,18,0.735084,1.0308181,11,q track
"QIAGEN Sciences, LLC",Technology,6,18,0.40042663,-0.66899997,6,qiagen sciences
Erasmus Universiteit Rotterdam,Life Sciences,2,18,0.26398802,-0.6143637,11,erasmus universiteit rotterdam
Erasmus University Medical Center Rotterdam,Life Sciences,2,18,0.29998985,-0.745,8,erasmus university medical center rotterdam
Multi-Holding AG,Technology,7,18,0.39753953,-0.67563635,11,multi holding
"AMERICAN INTERNATIONAL GROUP, INC.",Technology,6,18,0.550215,0.09063637,11,american
Inbicon A/S,Life Sciences,2,18,0.33771282,-0.5479,10,inbicon a s
Inc. Hexima Limited,Life Sciences,2,18,0.34219655,-0.42354545,11,hexima
De La Rue Giori S.A.,Industrial,1,18,0.20843977,-0.94675004,4,de la rue giori s a
De La Rue North America Inc.,Technology,6,18,0.6834386,0.72257143,7,de la rue north america
National Science and Technology Development Agency (NSTDA),Life Sciences,2,18,0.2095086,-1.0028182,11,national science development agency nstda
ESKA IMPLANTS AG,Life Sciences,0,18,0.32119608,-0.102,7,eska implants
"ESOLAR, INC.",Industrial,5,18,0.51694655,0.615625,8,esolar
"ESSAI, INC.",Technology,6,18,0.46889412,-0.32125,8,essai
Weitmann & Konrad GmbH & Co. KG,Industrial,1,18,0.17020057,-1.2054285,7,weitmann konrad kg
SERVICIOS CONDUMEX S.A. DE C.V.,Technology,7,18,0.29271975,-1.2216363,11,servicios condumex s a de c v
Mass Technology (H.K.) Limited,Technology,7,18,0.2542917,-1.4137499,8,mass h k
Axeda Corporation,Technology,7,18,0.87428445,1.7415,6,axeda
"TTE TECHNOLOGY, INC.",Technology,7,18,0.5106618,-0.093875,8,tte
TTI (MACAO COMMERCIAL OFFSHORE) LIMITED,Industrial,1,18,0.6397407,1.1815,2,tti macao commercial offshore
Glory Kogyo Kabushiki Kaisha,Technology,6,18,0.29040417,-1.246,10,glory kogyo kabushiki kaisha
Purolator Filters NA LLC,Industrial,1,18,0.28249565,-0.51775,8,purolator filters na
"Creative Edge Design Group, Ltd.",Industrial,1,18,0.39690197,0.2629,10,creative edge design
Welker Engineering Company,Technology,6,18,0.37188196,-0.83083326,6,welker engineering
CHASSIS BRAKES INTERNATIONAL B.V.,Industrial,5,18,0.30626658,-0.59499997,5,chassis brakes b v
"Stewart Connector Systems, Inc.",Technology,7,18,0.5657276,0.22740002,5,stewart connector
Stichting Sanquin Bloedvoorziening,Life Sciences,2,18,0.1432707,-1.2795833,12,stichting sanquin bloedvoorziening
"Leap Forward Gaming, Inc.",Technology,6,18,0.92164165,1.9054999,6,leap forward gaming
"MELINTA THERAPEUTICS, INC.",Life Sciences,2,18,0.4225432,-0.2888,5,melinta therapeutics
Wellstat Biologics Corporation,Life Sciences,0,18,0.3840091,-0.18766667,9,wellstat biologics
National Kaohsiung First University of Science and Technology,Technology,6,18,0.37069255,-0.8097273,11,national kaohsiung first university of science
SHIMANO COMPONENTS (MALAYSIA) SDN. BHD.,Life Sciences,0,18,0.29630208,-0.7161111,9,shimano components malaysia sdn bhd
"SHIN NIPPON BIOMEDICAL LABORATORIES, LTD.",Life Sciences,0,18,0.5691613,0.39249998,8,shin nippon biomedical laboratories
"Aylward Enterprises, LLC",Industrial,1,18,0.4556629,0.63472724,11,aylward enterprises
"Global Plasma Solutions, Inc.",Life Sciences,0,18,0.5486554,0.25616667,6,global plasma solutions
Proteus Industries Inc.,Life Sciences,0,18,0.3733793,-0.112100005,10,proteus industries
"Critical Care Diagnostics, Inc.",Technology,6,18,0.7038484,0.82975,8,critical care diagnostics
"Wea Manufacturing, Inc.",Technology,6,18,0.36234802,-0.87057143,7,wea manufacturing
"Webroot Software, Inc.",Technology,6,18,0.72869796,1.0562,5,webroot software
PERASO TECHNOLOGIES INC.,Technology,7,18,0.55493313,0.0856,5,peraso
Waxman Consumer Products Group Inc.,Industrial,1,18,0.57861537,1.1555454,11,waxman consumer products
PERMA-TEC GMBH & CO. KG,Industrial,5,18,0.23141848,-0.8912727,11,perma tec kg
"PERSONIFY, INC.",Technology,7,18,0.8427327,1.5108,5,personify
PETROLEO BRASILEIRO S.A.,Industrial,1,18,0.2151253,-0.86644447,9,petroleo brasileiro s a
"Aethon, Inc.",Technology,6,18,0.7887805,1.29275,8,aethon
"Affinergy, LLC",Life Sciences,0,18,0.4534365,0.016500017,6,affinergy
Hahn-Schickard-Gesellschaft für Angewandte Forschung e. V.,Industrial,1,18,0.29658562,-0.44500002,12,hahn schickard gesellschaft f r angewandte forschung e v
JPK INSTRUMENTS AG,Technology,6,18,0.32460374,-1.0337499,8,jpk instruments
Universite Joseph Fourier—Grenoble 1,Life Sciences,0,18,0.30909872,-0.6622,10,universite joseph fourier grenoble 1
United States Steel Corporation,Life Sciences,2,18,0.3293129,-0.3747778,9,united states steel
"Protein Technologies International, Inc.",Life Sciences,0,18,0.35372463,0.161,4,protein
"Fossil Group, Inc.",Technology,6,18,0.49249065,-0.16833332,9,fossil
"Stolar, Inc.",Technology,6,18,0.44742107,-0.42866668,9,stolar
Leadd B.V.,Life Sciences,2,18,0.1449582,-1.0707778,9,leadd b v
Stoplift,Technology,6,18,0.59889674,0.317375,8,stoplift
Sartorius Stedim North America Inc.,Industrial,5,18,0.58998615,1.025625,8,sartorius stedim north america
"Dane Technologies, Inc.",Industrial,1,18,0.74094915,1.8665714,7,dane
"Sankyo Manufacturing Co., Ltd.",Industrial,1,18,0.291766,-0.31585714,7,sankyo manufacturing
Streamezzo,Technology,7,18,0.36137712,-0.8711667,6,streamezzo
"Streck Laboratories, Inc.",Technology,6,18,0.46992397,-0.29216668,6,streck laboratories
"Best Medical International, Inc.",Life Sciences,0,18,0.64816564,0.79071426,7,best medical
"LaserSight Technologies, Inc.",Life Sciences,0,18,0.6691696,1.8925998,5,lasersight
"Sapphire Energy, Inc.",Life Sciences,2,18,0.45355868,-0.095166676,6,sapphire energy
ANDES TECHNOLOGY CORPORATION,Technology,6,18,0.5416781,0.0365,10,andes
"Habanero Holdings, Inc.",Technology,7,18,0.8430743,1.5955,4,habanero
FULTERER Gesellschaft mbH,Life Sciences,0,18,0.4427503,0.0898,10,fulterer gesellschaft mbh
FUMAKILLA LIMITED,Life Sciences,0,18,0.33384612,-0.37071428,7,fumakilla
"TRUMPF Photonics, Inc.",Technology,7,18,0.6129074,0.42144445,9,trumpf photonics
B. Braun Medical SAS,Life Sciences,0,18,0.5874657,0.7199,10,b braun medical
"Carfax, Inc.",Technology,6,18,0.7692293,1.2228,10,carfax
Marconi UK Intellectual Property Ltd.,Technology,7,18,0.46548057,-0.325,5,marconi uk intellectual property
EVOTEC BIOSYSTEMS GMBH,Technology,6,18,0.31101313,-1.1634285,7,evotec biosystems
MGI Software Corporation,Technology,6,18,0.7511824,1.3193333,3,mgi software
San Diego State University,Life Sciences,2,18,0.41210413,0.19609998,10,san diego state university
"Language Line Services, Inc.",Technology,7,18,0.7480241,1.0823,10,language line services
GREENFIELD SPECIALTY ALCOHOLS INC.,Life Sciences,2,18,0.36214456,-0.52816665,6,greenfield specialty alcohols
Berstorff GmbH,Industrial,1,18,0.18469633,-1.082,7,berstorff
"CHOSEN CO., LTD.",Industrial,1,18,0.2731918,-0.63211113,9,chosen
CHRISTIAN-ALBRECHTS-UNIVERSITÄT ZU KIEL,Life Sciences,2,18,0.13232882,-1.418875,8,christian albrechts universit t zu kiel
CHINA UNIVESITY OF PETROLEUM (EAST CHINA),Life Sciences,2,18,0.20132752,-1.2536668,3,china univesity of petroleum east china
APACHE CORPORATION,Technology,6,18,0.45499104,-0.3870909,11,apache
Ingeneus Inc.,Life Sciences,2,18,0.5661334,0.9754286,7,ingeneus
APDN (B.V.I) Inc.,Life Sciences,2,18,0.63728803,0.61800003,5,apdn b v i
NAN YA PRINTED CIRCUIT BOARD CORPORATION,Technology,7,18,0.32978046,-0.9895,6,nan ya printed circuit board
NANJING TECH UNIVERSITY,Life Sciences,2,18,0.21878096,-1.0726,5,nanjing tech university
"NANOCARRIER CO., LTD.",Life Sciences,0,18,0.22415264,-0.92475003,12,nanocarrier
Prime Solution Inc.,Industrial,1,18,0.4373623,0.450125,8,prime solution
"Prince Lionheart, Inc.",Life Sciences,0,18,0.5575574,0.80755556,9,prince lionheart
NABRIVA THERAPEUTICS GMBH,Life Sciences,2,18,0.13443317,-1.3902222,9,nabriva therapeutics
"NAKANISHI METAL WORKS CO., LTD.",Industrial,1,18,0.2216194,-0.96666664,9,nakanishi metal works
University of Alberta,Life Sciences,2,18,0.30338258,-0.38845456,11,university of alberta
Aerin Medical Inc.,Life Sciences,0,18,0.9404704,1.87025,4,aerin medical
University of Sussex,Technology,6,18,0.3196317,-1.072091,11,university of sussex
TRESPA INTERNATIONAL B.V.,Industrial,1,18,0.20795907,-0.98550004,12,trespa b v
"TRIGENCE SEMICONDUCTOR, INC.",Technology,7,18,0.5940308,0.2825,6,trigence semiconductor
"TRILITHIC, INC.",Technology,7,18,0.6265386,0.5314,10,trilithic
BAE Systems Imaging Solutions Inc.,Technology,7,18,0.49359643,-0.21187502,8,bae imaging solutions
TRACER IMAGING LLC,Technology,6,18,0.54571027,0.047142856,7,tracer imaging
TRANSNORM SYSTEM GMBH,Industrial,1,18,0.28226072,-0.56600004,11,transnorm system
FUTURA S.P.A.,Industrial,1,18,0.2602767,-0.754875,8,futura s p a
"FXS VENTURES, LLC",Life Sciences,2,18,0.36929932,-0.420125,8,fxs ventures
University of Ulster,Life Sciences,2,18,0.2847716,-0.6921,10,university of ulster
WUHAN RESEARCH INSTITUTE OF POSTS AND TELECOMMUNICATIONS,Technology,7,18,0.47540158,-0.271375,8,wuhan research institute of posts telecommunications
Ingenia Holdings Limited,Technology,6,18,0.8623254,1.6279999,6,ingenia
"Ingersoll Machine Tools, Inc.",Industrial,1,18,0.40597117,0.08266667,9,ingersoll machine tools
Injectnotech Inc.,Industrial,1,18,0.33466965,-0.2239,10,injectnotech
"APPLIED MEDICAL TECHNOLOGY, INC.",Life Sciences,0,18,0.6379292,0.87618184,11,applied medical
WORLDVU SATELLITES LIMITED,Technology,7,18,0.5377816,0.0012500063,4,worldvu satellites
Hoechst Trespaphan GmbH,Life Sciences,2,18,0.26886174,-0.36942858,7,hoechst trespaphan
"MGS Mfg. Group, Inc.",Industrial,1,18,0.29430348,-0.4853,10,mgs mfg
SIDEL SPA,Industrial,1,18,0.28145507,-0.63425,8,sidel spa
"BARNETT OUTDOORS, LLC.",Industrial,5,18,0.4111375,0.010857149,7,barnett outdoors
BEAR CORPORATION,Industrial,1,18,0.36255303,-0.0027272694,11,bear
Krupp Bilstein GmbH,Industrial,5,18,0.18915683,-1.0836667,6,krupp bilstein
"Entelos, Inc.",Technology,6,18,0.689779,0.92775,8,entelos
"Advanced Technology Institute of Commuter-Helicopter, Ltd.",Industrial,1,18,0.25991017,-0.54999995,4,advanced institute of commuter helicopter
"Benhov GMBH, LLC",Technology,6,18,0.8019463,1.3475001,10,benhov
Landscape Structures Inc.,Life Sciences,0,18,0.59753984,0.6207778,9,landscape structures
Nagase ChemteX Corporation,Life Sciences,2,18,0.13772304,-1.3047272,11,nagase chemtex
WINDnovation Engineering Solutions GmbH,Industrial,1,18,0.3737349,-0.08866666,9,windnovation engineering solutions
Innovata Biomed Limited,Life Sciences,0,18,0.6022076,0.8195455,11,innovata biomed
Laboratoires Perouse,Life Sciences,0,18,0.5087991,0.3094286,7,laboratoires perouse
"Bell Laboratories, Inc.",Life Sciences,0,18,0.46361655,0.20500001,11,bell laboratories
Labtronix Concept inc.,Technology,6,18,0.6283041,0.523,9,labtronix concept
"MICROMIDAS, INC.",Life Sciences,2,18,0.44935566,-0.17639999,5,micromidas
"Superior Industries, Inc.",Industrial,1,18,0.35306448,-0.1345,10,superior industries
Laboratoire HRA-Pharma,Life Sciences,0,18,0.17127983,-1.312143,7,laboratoire hra pharma
"Bedgear, LLC",Life Sciences,0,18,0.57880634,0.3678,5,bedgear
Saban Ventures PTY Limited,Life Sciences,0,18,0.43941998,-0.20266666,6,saban ventures pty
PowerLight Corporation,Technology,7,18,0.6274785,0.5728572,7,powerlight
"Capstan Ag Systems, Inc.",Life Sciences,0,18,0.64288616,0.82925,8,capstan
"TOMOPHASE, INC.",Technology,6,18,0.76678383,1.2005,10,tomophase
Powercast Corporation,Technology,7,18,0.7380601,1.0231111,9,powercast
Advanced Materials Corporation,Technology,7,18,0.38675836,-0.7392222,9,advanced materials
University of Wollongong,Life Sciences,2,18,0.3554863,-0.312375,8,university of wollongong
Precise Biometrics AB,Technology,6,18,0.48715222,-0.19827272,11,precise biometrics ab
"CardiacAssist, Inc.",Life Sciences,0,18,0.6802609,1.0763334,9,cardiacassist
"PLY GEM INDUSTRIES, INC.",Industrial,4,18,0.484904,0.4264,5,ply gem industries
"NaPro BioTherapeutics, Inc.",Life Sciences,2,18,0.25639027,-0.40739998,5,napro biotherapeutics
DUOJECT MEDICAL SYSTEMS INC.,Life Sciences,0,18,0.52153224,0.4510909,11,duoject medical
"POLYMER VENTURES, INC.",Life Sciences,2,18,0.37103802,-0.1824,10,polymer ventures
PORTLAND STATE UNIVERSITY,Technology,6,18,0.5292764,-0.043249995,4,portland state university
"Innovative Product Achievements, LLC",Technology,6,18,0.7174764,0.9630909,11,innovative product achievements
Hobie Cat Company,Industrial,1,18,0.31951225,-0.41211113,9,hobie cat
"WFK & Associates, LLC",Industrial,1,18,0.37423187,-0.16600001,7,wfk associates
"Potter Electric Signal Company, LLC",Technology,6,18,0.3871599,-0.7111818,11,potter electric signal
"Facet Solutions, Inc",Life Sciences,0,18,0.9155456,2.3864,5,facet solutions
Gerresheimer Regensburg GmbH,Life Sciences,0,18,0.41968024,-0.27883333,6,gerresheimer regensburg
BEKO TECHNOLOGIES GMBH,Industrial,1,18,0.21419607,-1.0031818,11,beko
"Advanced Interconnect Materials, LLC",Technology,7,18,0.3718351,-0.80979997,5,advanced interconnect materials
"Hangzhou Hikvision Digital Technology Co., Ltd.",Technology,7,18,0.4432472,-0.46775,4,hangzhou hikvision digital
PPT Vision,Technology,6,18,0.73160094,1.1666666,6,ppt vision
SUZUNO KASEI KABUSHIKI KAISHA,Life Sciences,0,18,0.29243153,-0.37137502,8,suzuno kasei kabushiki kaisha
Beele Engineering B.V.,Industrial,5,18,0.41541663,0.16081817,11,beele engineering b v
"GTJ VENTURES, LLC",Technology,6,18,0.8217491,1.40575,4,gtj ventures
"DRS Power & Control Technologies, Inc.",Technology,7,18,0.5863792,0.27055556,9,drs power control
"DRS Sensors & Targeting Systems, Inc.",Technology,7,18,0.46451452,-0.3025,8,drs sensors targeting
"Faurecia Emissions Control Technologies, Germany GmbH",Industrial,5,18,0.33369228,-0.438,6,faurecia emissions control germany
"BESTLINE INTERNATIONAL RESEARCH, INC.",Life Sciences,2,18,0.6115986,0.59662503,8,bestline research
Cyprus Amax Minerals Company,Industrial,1,18,0.27168056,-0.511,9,cyprus amax minerals
Ponsse Oyj,Life Sciences,0,18,0.25690278,-0.781,10,ponsse oyj
NATIONAL UNIVERSITY CORPORATION HAMAMATSU UNIVERSITY SCHOOL OF MEDICINE,Life Sciences,0,18,0.39451295,-0.30677778,9,national university hamamatsu university school of medicine
Potentia Semiconductor Corporation,Technology,7,18,0.5787076,0.303,6,potentia semiconductor
WEMTEC Inc.,Technology,7,18,0.8069353,1.4100001,10,wemtec
DRUGTECH CORPORATION,Life Sciences,0,18,0.27127942,-0.49885717,7,drugtech
GUILD ASSOCIATES INC.,Life Sciences,2,18,0.31493542,-0.42254543,11,guild associates
Symphogen A/S,Life Sciences,2,18,0.53978527,0.33766666,9,symphogen a s
Baxter Corporation Englewood,Life Sciences,0,18,0.7200694,0.9594,5,baxter englewood
"NR ELECTRIC CO., LTD.",Technology,7,18,0.24677086,-1.439,3,nr electric
"ART, Ltd.",Life Sciences,0,18,0.5432176,0.301125,8,art
ARLA FOODS AMBA,Life Sciences,0,18,0.1900268,-1.0331,10,arla foods amba
"NDI Medical, LLC",Life Sciences,0,18,0.77738976,1.4961818,11,ndi medical
"D&S Consultants, Inc.",Technology,6,18,0.6313277,0.517,7,d s consultants
Pollard Banknote Limited,Life Sciences,0,18,0.42834154,0.15249999,12,pollard banknote
"Enerco Group, Inc.",Industrial,5,18,0.4792415,0.46577775,9,enerco
Energie-Innovation AG,Technology,6,18,0.5303767,0.040874988,8,energie innovation
VEGENICS PTY LIMITED,Life Sciences,2,18,0.61665475,0.580625,8,vegenics pty
"VELO3D, INC.",Industrial,1,18,0.89539355,2.5856667,3,velo3d
Adient Luxembourg Holding S.a.r.l.,Industrial,1,18,0.4373319,0.075,1,adient luxembourg holding s a r l
"Adstracts, Inc.",Industrial,1,18,0.41544834,0.51112497,8,adstracts
VARIOPTIC S.A.,Technology,6,18,0.38232154,-0.7472857,7,varioptic s a
"Magnetic Torque International, Ltd.",Technology,7,18,0.709356,0.9663333,6,magnetic torque
"Flotek Chemistry, LLC",Life Sciences,2,18,0.753885,1.0706667,3,flotek chemistry
